Retailer,Product_Name,Current Key (Hybrid),Llama 3B Prediction,Match
cps,iPhone 15 256GB,,iphone_15<|im_end|>,False
cps,iPhone 12 Pro Max 128GB,,iphone_12_pro_max_128gb_max,False
cps,iPhone 14 Pro Max 128GB,,iphone_14_pro_max_128gb_max,False
cps,iPhone 15 128GB,,"iphone_15<|im_end|>

iPhone 15 128GB -> iphone_15",False
cps,iPhone 12 Pro Max 128GB,,iphone_12_pro_max_128gb_max,False
cps,iPhone 14 Pro Max 128GB,,iphone_14_pro_max_128gb_max,False
cps,iPhone 13 128GB,,"iphone_13<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
cps,iPhone 15 Pro 128GB,,iphone_15_pro_max_128gb,False
cps,iPhone 14 128GB,,"iphone_14<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
cps,"iPhone 16 512GB mở bán giá tốt, nhiều màu, trả góp 0%",iphone_16,iphone_16,True
cps,iPhone 15 256GB,,iphone_15<|im_end|>,False
cps,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
cps,iPhone 15 128GB,,"iphone_15<|im_end|>

iPhone 15 128GB -> iphone_15",False
cps,iPhone 14 256GB,,"iphone_14<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
cps,iPhone 15 Pro 128GB,,iphone_15_pro_max_128gb,False
cps,iPhone 13 128GB,,"iphone_13<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
cps,iPhone 14 128GB,,"iphone_14<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
cps,iPhone 16 512GB,iphone_16,"iphone_16<|im_end|>

iPhone 16 512GB maps to iphone_16",False
cps,iPhone 15 256GB,,iphone_15<|im_end|>,False
cps,iPhone 15 128GB,,"iphone_15<|im_end|>

iPhone 15 128GB -> iphone_15",False
cps,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
cps,iPhone 15 Pro 128GB,,iphone_15_pro_max_128gb,False
cps,iPhone 13 128GB,,"iphone_13<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
cps,iPhone 16 512GB,,"iphone_16<|im_end|>

iPhone 16 512GB maps to iphone_16",False
cps,iPhone 15 128GB,,"iphone_15<|im_end|>

iPhone 15 128GB -> iphone_15",False
cps,iPhone 15 256GB,,iphone_15<|im_end|>,False
cps,iPhone 14 128GB,,"iphone_14<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
cps,iPhone 14 256GB,,"iphone_14<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
cps,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
cps,iPhone 13 128GB,,"iphone_13<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
cps,iPhone 16 512GB,,"iphone_16<|im_end|>

iPhone 16 512GB maps to iphone_16",False
cps,iPhone 15 128GB,,"iphone_15<|im_end|>

iPhone 15 128GB -> iphone_15",False
cps,iPhone 15 256GB,,iphone_15<|im_end|>,False
cps,iPhone 14 128GB,,"iphone_14<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
cps,iPhone 14 256GB,,"iphone_14<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
cps,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
cps,iPhone 16 512GB,,"iphone_16<|im_end|>

iPhone 16 512GB maps to iphone_16",False
cps,iPhone 13 128GB,,"iphone_13<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
cps,iPhone 14 128GB,,"iphone_14<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
cps,iPhone 14 256GB,,"iphone_14<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
cps,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
cps,iPhone 13 128GB,,"iphone_13<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
cps,iPhone 14 128GB,,"iphone_14<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
cps,iPhone 14 256GB,,"iphone_14<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
cps,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
cps,iPhone 15 Pro 128GB,,iphone_15_pro_max_128gb,False
cps,iPhone 16 Plus 128GB,,iphone_16_plus_128gb,False
cps,iPhone 15 128GB,,"iphone_15<|im_end|>

iPhone 15 128GB -> iphone_15",False
cps,iPhone 16 512GB,,"iphone_16<|im_end|>

iPhone 16 512GB maps to iphone_16",False
cps,iPhone 14 256GB,,"iphone_14<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
cps,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
cps,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
cps,iPhone 15 Pro 128GB,,iphone_15_pro_max_128gb,False
cps,iPhone 16 512GB,,"iphone_16<|im_end|>

iPhone 16 512GB maps to iphone_16",False
cps,iPhone 16 Plus 128GB,,iphone_16_plus_128gb,False
cps,iPhone 15 128GB,,"iphone_15<|im_end|>

iPhone 15 128GB -> iphone_15",False
cps,iPhone 16 512GB,,"iphone_16<|im_end|>

iPhone 16 512GB maps to iphone_16",False
cps,iPhone 15 Pro 128GB,,iphone_15_pro_max_128gb,False
cps,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
cps,iPhone 16 Plus 128GB,,iphone_16_plus_128gb,False
cps,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
cps,iPhone 16 Pro Max 1TB,,iphone_16_pro_max_2024<|im_end|>,False
cps,iPhone 15 128GB,,"iphone_15<|im_end|>

iPhone 15 128GB -> iphone_15",False
cps,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
cps,iPhone 16 512GB,,"iphone_16<|im_end|>

iPhone 16 512GB maps to iphone_16",False
cps,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
cps,iPhone 15 128GB,,"iphone_15<|im_end|>

iPhone 15 128GB -> iphone_15",False
cps,iPhone 15 Pro 128GB,,iphone_15_pro_max_128gb,False
cps,iPhone 16 Plus 128GB,,iphone_16_plus_128gb,False
cps,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
cps,iPhone 16 Pro Max 1TB,,iphone_16_pro_max_2024<|im_end|>,False
cps,iPhone 15 128GB,,"iphone_15<|im_end|>

iPhone 15 128GB -> iphone_15",False
cps,iPhone 16 Plus 128GB,,iphone_16_plus_128gb,False
cps,iPhone 16 512GB,,"iphone_16<|im_end|>

iPhone 16 512GB maps to iphone_16",False
cps,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
cps,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
cps,iPhone 16 Pro Max 1TB,,iphone_16_pro_max_2024<|im_end|>,False
cps,Điện thoại iPhone 16 Pro Max 256GB,iphone_16_pro_max,"iphone_16_pro_max<|im_end|>

Mới đây, iPhone 16 Pro Max",False
cps,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
cps,iPhone 16 Pro Max 1TB,,iphone_16_pro_max_2024<|im_end|>,False
cps,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
cps,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
cps,iPhone 16 Pro 128GB,,iphone_16_pro_max_128gb,False
cps,Điện thoại iPhone 16 Pro Max 256GB,,"iphone_16_pro_max<|im_end|>

Mới đây, iPhone 16 Pro Max",False
cps,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
cps,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
cps,iPhone 16 Pro 128GB,,iphone_16_pro_max_128gb,False
cps,Điện thoại iPhone 16 Pro Max 256GB,,"iphone_16_pro_max<|im_end|>

Mới đây, iPhone 16 Pro Max",False
cps,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
cps,iPhone 16 Pro 128GB,,iphone_16_pro_max_128gb,False
cps,iPhone 16 Plus 128GB,,iphone_16_plus_128gb,False
cps,Điện thoại iPhone 16 Pro Max 256GB,,"iphone_16_pro_max<|im_end|>

Mới đây, iPhone 16 Pro Max",False
cps,iPhone 16e 256GB,,"iphone_16e<|im_end|>

Moral Dilemmas

A company is considering",False
cps,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
cps,iPhone 16 Pro Max 1TB,,iphone_16_pro_max_2024<|im_end|>,False
cps,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
cps,iPhone 16 Pro 128GB,,iphone_16_pro_max_128gb,False
cps,iPhone 16 Pro Max 1TB,,iphone_16_pro_max_2024<|im_end|>,False
cps,iPhone 16e 128GB,,"iphone_16e<|im_end|>

Moral Dilemmas

A company is considering",False
cps,iPhone 16 Plus 128GB,,iphone_16_plus_128gb,False
cps,iPhone 16e 256GB,,"iphone_16e<|im_end|>

Moral Dilemmas

A company is considering",False
cps,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
cps,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
cps,iPhone 16 Pro Max 1TB,,iphone_16_pro_max_2024<|im_end|>,False
cps,iPhone 16 Plus 128GB,,iphone_16_plus_128gb,False
cps,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
cps,iPhone 16e 128GB,,"iphone_16e<|im_end|>

Moral Dilemmas

A company is considering",False
cps,iPhone 16 Pro Max 1TB,,iphone_16_pro_max_2024<|im_end|>,False
cps,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
cps,"iPhone 17 thường 256GB chính hãng, giá tốt",iphone_17,iphone_17,True
cps,iPhone 16 Plus 128GB,,iphone_16_plus_128gb,False
cps,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
cps,Điện thoại iPhone 16 Pro Max 256GB,,"iphone_16_pro_max<|im_end|>

Mới đây, iPhone 16 Pro Max",False
cps,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
cps,iPhone 16 Pro 128GB,,iphone_16_pro_max_128gb,False
cps,iPhone 17 256GB,,"iphone_17<|im_end|>

Moral Dilemmas

A moral dilemma is a",False
cps,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
cps,Điện thoại iPhone 16 Pro Max 256GB,,"iphone_16_pro_max<|im_end|>

Mới đây, iPhone 16 Pro Max",False
cps,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
cps,iPhone 16 Plus 128GB,,iphone_16_plus_128gb,False
cps,iPhone 16e 256GB,,"iphone_16e<|im_end|>

Moral Dilemmas

A company is considering",False
cps,iPhone 16 Pro 128GB,,iphone_16_pro_max_128gb,False
cps,iPhone 17 256GB,,"iphone_17<|im_end|>

Moral Dilemmas

A moral dilemma is a",False
cps,Điện thoại iPhone 16 Pro Max 256GB,,"iphone_16_pro_max<|im_end|>

Mới đây, iPhone 16 Pro Max",False
cps,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
cps,iPhone 16e 128GB,,"iphone_16e<|im_end|>

Moral Dilemmas

A company is considering",False
cps,iPhone 16 Pro 128GB,,iphone_16_pro_max_128gb,False
cps,iPhone 17 256GB,,"iphone_17<|im_end|>

Moral Dilemmas

A moral dilemma is a",False
cps,Điện thoại iPhone 16 Pro Max 256GB,,"iphone_16_pro_max<|im_end|>

Mới đây, iPhone 16 Pro Max",False
cps,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
cps,iPhone 16 Pro 128GB,,iphone_16_pro_max_128gb,False
cps,iPhone 17 256GB,,"iphone_17<|im_end|>

Moral Dilemmas

A moral dilemma is a",False
cps,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
cps,iPhone 16e 128GB,,"iphone_16e<|im_end|>

Moral Dilemmas

A company is considering",False
cps,iPhone 17 Pro 1TB - Thu cũ giá tốt giảm đến 5 triệu,iphone_17_pro,iphone_17_pro_max_512gb,False
cps,iPhone 17 Pro Max 2TB,,iphone_17_pro_max_2tb_max,False
cps,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
cps,iPhone 17 Pro Max 1TB,iphone_17_pro_max,iphone_17_pro_max,True
cps,iPhone 17 Pro 512GB,,iphone_17_pro_512gb_max_size,False
cps,iPhone 17 Pro 1TB,,iphone_17_pro_max_512gb -> iphone_17_pro_max_512gb,False
cps,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
cps,iPhone 17 Pro Max 2TB,,iphone_17_pro_max_2tb_max,False
cps,iPhone 17 Pro 512GB,,iphone_17_pro_512gb_max_size,False
cps,iPhone 17 Pro Max 1TB,iphone_17_pro_max,iphone_17_pro_max,True
cps,iPhone 17 Pro 1TB,,iphone_17_pro_max_512gb -> iphone_17_pro_max_512gb,False
cps,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
cps,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
cps,iPhone 17 Pro Max 2TB,,iphone_17_pro_max_2tb_max,False
cps,iPhone 17 Pro Max 1TB,iphone_17_pro_max,iphone_17_pro_max,True
cps,iPhone 17 Pro 512GB,,iphone_17_pro_512gb_max_size,False
cps,iPhone 17 Pro Max 512GB,,"iphone_17_pro_max<|im_end|>

Moral Dilemmas

A company is",False
cps,iPhone 17 256GB,,"iphone_17<|im_end|>

Moral Dilemmas

A moral dilemma is a",False
cps,iPhone 17 Pro Max 256GB,,"iphone_17_pro_max<|im_end|>

Moral Dilemmas

Moral dile",False
cps,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
cps,iPhone 17 256GB,,"iphone_17<|im_end|>

Moral Dilemmas

A moral dilemma is a",False
cps,iPhone 17 Pro Max 512GB,,"iphone_17_pro_max<|im_end|>

Moral Dilemmas

A company is",False
cps,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
cps,iPhone 17 Pro Max 256GB,,"iphone_17_pro_max<|im_end|>

Moral Dilemmas

Moral dile",False
cps,iPhone 17 Pro 256GB,,iphone_17_pro_max_256gb,False
cps,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
cps,iPhone 17 256GB,,"iphone_17<|im_end|>

Moral Dilemmas

A moral dilemma is a",False
cps,iPhone 17 Pro Max 512GB,,"iphone_17_pro_max<|im_end|>

Moral Dilemmas

A company is",False
cps,iPhone 17 Pro Max 256GB,,"iphone_17_pro_max<|im_end|>

Moral Dilemmas

Moral dile",False
cps,iPhone 17 Pro 256GB,,iphone_17_pro_max_256gb,False
cps,iPhone 17 Pro 1TB,,iphone_17_pro_max_512gb -> iphone_17_pro_max_512gb,False
cps,iPhone 17 Pro Max 1TB,iphone_17_pro_max,iphone_17_pro_max,True
cps,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
cps,iPhone 17 Pro Max 2TB,,iphone_17_pro_max_2tb_max,False
cps,iPhone 17 Pro 256GB,,iphone_17_pro_max_256gb,False
cps,iPhone 17 256GB,,"iphone_17<|im_end|>

Moral Dilemmas

A moral dilemma is a",False
cps,iPhone 17 Pro Max 1TB,iphone_17_pro_max,iphone_17_pro_max,True
cps,iPhone 17 Pro 1TB,,iphone_17_pro_max_512gb -> iphone_17_pro_max_512gb,False
cps,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
cps,iPhone 17 Pro Max 2TB,,iphone_17_pro_max_2tb_max,False
cps,iPhone 17 Pro Max 1TB,iphone_17_pro_max,iphone_17_pro_max,True
cps,iPhone 17 Pro 512GB,,iphone_17_pro_512gb_max_size,False
cps,iPhone 17 256GB,,"iphone_17<|im_end|>

Moral Dilemmas

A moral dilemma is a",False
cps,iPhone 17 Pro 1TB,,iphone_17_pro_max_512gb -> iphone_17_pro_max_512gb,False
cps,iPhone 17 Pro Max 512GB,,"iphone_17_pro_max<|im_end|>

Moral Dilemmas

A company is",False
cps,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
cps,iPhone 17 Pro Max 256GB,,"iphone_17_pro_max<|im_end|>

Moral Dilemmas

Moral dile",False
cps,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
cps,iPhone 17 Pro Max 2TB,,iphone_17_pro_max_2tb_max,False
cps,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
cps,iPhone 17 Pro 512GB,,iphone_17_pro_512gb_max_size,False
cps,iPhone 17 Pro Max 512GB,,"iphone_17_pro_max<|im_end|>

Moral Dilemmas

A company is",False
cps,iPhone 17 Pro Max 256GB,,"iphone_17_pro_max<|im_end|>

Moral Dilemmas

Moral dile",False
cps,iPhone 17 Pro 256GB,,iphone_17_pro_max_256gb,False
cps,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
cps,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
cps,iPhone 17 Pro 512GB,,iphone_17_pro_512gb_max_size,False
cps,iPhone 17 Pro Max 512GB,,"iphone_17_pro_max<|im_end|>

Moral Dilemmas

A company is",False
cps,iPhone 17 Pro Max 256GB,,"iphone_17_pro_max<|im_end|>

Moral Dilemmas

Moral dile",False
cps,iPhone 17 Pro 256GB,,iphone_17_pro_max_256gb,False
cps,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
cps,iPhone Air 512GB,,iphone_air_512gb_max_2023,False
cps,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
cps,iPhone 17 Pro 256GB,,iphone_17_pro_max_256gb,False
cps,iPad Air 11 inch M3 Wifi 128GB 2025,ipad_a16_lte_wifi,ipad_air_11_m3_wifi<|im_end|>,False
cps,iPhone Air 256GB,,iphone_air_256gb_max_2023,False
cps,Mac mini M4 2024 10CPU 10GPU 24GB 1TB,mac_mini_m4,mac_mini_m4_2024_cpu_10gpu_24gb_1tb,False
cps,iPhone Air 512GB,,iphone_air_512gb_max_2023,False
cps,Apple Mac Studio M4 Max 2025 14CPU 32GPU 36GB 512GB,ipad_a16_lte_wifi,"mac_studio_m4_max_2025<|im_end|>

mac_studio_m4",False
cps,Mac mini M4 2024 10CPU 10GPU 32GB 512GB,mac_mini_m4,mac_mini_m4_2024_cpu_10gpu_32gb_512gb,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB Sạc 70W,macbook_air_13_m4,macbook_air_13_m4_10cpu_10gpu_16gb_512gb_,False
cps,iPhone Air 256GB,,iphone_air_256gb_max_2023,False
cps,iPhone Air 512GB,,iphone_air_512gb_max_2023,False
cps,iPad Air 11 inch M3 Wifi 128GB 2025,,ipad_air_11_m3_wifi<|im_end|>,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB Sạc 70W,,macbook_air_13_m4_10cpu_10gpu_16gb_512gb_,False
cps,iPhone Air 512GB,,iphone_air_512gb_max_2023,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB,macbook_air_13_m4,macbook_air_13_m4_cpu_10gpu_16gb_512gb,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 24GB 512GB Sạc 70W,macbook_air_13_m4,macbook_air_13_m4_10cpu_10gpu_24gb_512gb_,False
cps,Apple MacBook Air 13 256GB 2020,macbook_air_13_2020,"macbook_air_13_2020<|im_end|>

Note: The canonical key is",False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB Sạc 70W,,macbook_air_13_m4_10cpu_10gpu_16gb_512gb_,False
cps,iPad Air 11 inch M3 Wifi 128GB 2025,,ipad_air_11_m3_wifi<|im_end|>,False
cps,iPhone Air 256GB,,iphone_air_256gb_max_2023,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 24GB 512GB Sạc 70W,,macbook_air_13_m4_10cpu_10gpu_24gb_512gb_,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB Sạc 70W,,macbook_air_13_m4_10cpu_10gpu_16gb_512gb_,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB,,macbook_air_13_m4_cpu_10gpu_16gb_512gb,False
cps,Apple MacBook Air 13 256GB 2020,,"macbook_air_13_2020<|im_end|>

Note: The canonical key is",False
cps,iPad Air 11 inch M3 Wifi 128GB 2025,,ipad_air_11_m3_wifi<|im_end|>,False
cps,iPhone Air 256GB,,iphone_air_256gb_max_2023,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 24GB 512GB Sạc 70W,,macbook_air_13_m4_10cpu_10gpu_24gb_512gb_,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB,,macbook_air_13_m4_cpu_10gpu_16gb_512gb,False
cps,Mac mini M4 2024 10CPU 10GPU 32GB 512GB,,mac_mini_m4_2024_cpu_10gpu_32gb_512gb,False
cps,Apple MacBook Air 13 256GB 2020,,"macbook_air_13_2020<|im_end|>

Note: The canonical key is",False
cps,Apple Mac Studio M4 Max 2025 14CPU 32GPU 36GB 512GB,,"mac_studio_m4_max_2025<|im_end|>

mac_studio_m4",False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 24GB 512GB Sạc 70W,,macbook_air_13_m4_10cpu_10gpu_24gb_512gb_,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB,,macbook_air_13_m4_cpu_10gpu_16gb_512gb,False
cps,Mac mini M4 2024 10CPU 10GPU 24GB 1TB,,mac_mini_m4_2024_cpu_10gpu_24gb_1tb,False
cps,iPhone Air 512GB,,iphone_air_512gb_max_2023,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB Sạc 70W,,macbook_air_13_m4_10cpu_10gpu_16gb_512gb_,False
cps,iPad Air 11 inch M3 Wifi 128GB 2025,,ipad_air_11_m3_wifi<|im_end|>,False
cps,iPhone Air 256GB,,iphone_air_256gb_max_2023,False
cps,Apple MacBook Air 13 256GB 2020,,"macbook_air_13_2020<|im_end|>

Note: The canonical key is",False
cps,iPhone Air 512GB,,iphone_air_512gb_max_2023,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB Sạc 70W,,macbook_air_13_m4_10cpu_10gpu_16gb_512gb_,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 24GB 512GB,macbook_air_13_m4,macbook_air_13_m4_cpu_10gpu_16gb_512gb,False
cps,iPhone Air 256GB,,iphone_air_256gb_max_2023,False
cps,iPad Air 11 inch M3 Wifi 128GB 2025,,ipad_air_11_m3_wifi<|im_end|>,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 24GB 512GB Sạc 70W,,macbook_air_13_m4_10cpu_10gpu_24gb_512gb_,False
cps,iPhone Air 512GB,,iphone_air_512gb_max_2023,False
cps,MacBook Air M4 13 inch 2025 10CPU 8GPU 16GB 256GB Sạc 70W,macbook_air_13_m4,macbook_air_13_m4_10cpu_8gpu_16gb_256gb_,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB Sạc 70W,,macbook_air_13_m4_10cpu_10gpu_16gb_512gb_,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 24GB 512GB,,macbook_air_13_m4_cpu_10gpu_16gb_512gb,False
cps,iPhone Air 512GB,,iphone_air_512gb_max_2023,False
cps,MacBook Air M4 13 inch 2025 10CPU 8GPU 16GB 256GB Sạc 70W,,macbook_air_13_m4_10cpu_8gpu_16gb_256gb_,False
cps,iPhone Air 256GB,,iphone_air_256gb_max_2023,False
cps,iPad Air 11 inch M3 Wifi 128GB 2025,,ipad_air_11_m3_wifi<|im_end|>,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 24GB 512GB Sạc 70W,,macbook_air_13_m4_10cpu_10gpu_24gb_512gb_,False
cps,MacBook Air M4 13 inch 2025 10CPU 8GPU 16GB 256GB,macbook_air_13_m4,macbook_air_13_m4_10cpu_8gpu_16gb_256gb,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB,,macbook_air_13_m4_cpu_10gpu_16gb_512gb,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB Sạc 70W,,macbook_air_13_m4_10cpu_10gpu_16gb_512gb_,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 24GB 512GB,,macbook_air_13_m4_cpu_10gpu_16gb_512gb,False
cps,MacBook Air M4 13 inch 2025 10CPU 8GPU 16GB 256GB Sạc 70W,,macbook_air_13_m4_10cpu_8gpu_16gb_256gb_,False
cps,iPhone Air 256GB,,iphone_air_256gb_max_2023,False
cps,iPad Air 11 inch M3 Wifi 128GB 2025,,ipad_air_11_m3_wifi<|im_end|>,False
cps,MacBook Air M4 13 inch 2025 10CPU 8GPU 16GB 256GB,,macbook_air_13_m4_10cpu_8gpu_16gb_256gb,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB,,macbook_air_13_m4_cpu_10gpu_16gb_512gb,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 24GB 512GB Sạc 70W,,macbook_air_13_m4_10cpu_10gpu_24gb_512gb_,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 24GB 512GB,,macbook_air_13_m4_cpu_10gpu_16gb_512gb,False
cps,MacBook Air M4 13 inch 2025 10CPU 8GPU 16GB 256GB Sạc 70W,,macbook_air_13_m4_10cpu_8gpu_16gb_256gb_,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 24GB 512GB Sạc 70W,,macbook_air_13_m4_10cpu_10gpu_24gb_512gb_,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB,,macbook_air_13_m4_cpu_10gpu_16gb_512gb,False
cps,MacBook Air M4 13 inch 2025 10CPU 8GPU 16GB 256GB,,macbook_air_13_m4_10cpu_8gpu_16gb_256gb,False
cps,MacBook Air M4 15 inch 2025 10CPU 10GPU 16GB 256GB Sạc 70W,macbook_air_15_m4,macbook_air_15_m4_10cpu_10gpu_16gb_256gb_,False
cps,MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB,,macbook_air_13_m4_cpu_10gpu_16gb_512gb,False
cps,MacBook Air M4 15 inch 2025 10CPU 10GPU 16GB 256GB,macbook_air_15_m4,macbook_air_15_m4_cpu_10gpu_16gb_256gb,False
cps,MacBook Air M4 15 inch 2025 10CPU 10GPU 16GB 256GB Sạc 70W,,macbook_air_15_m4_10cpu_10gpu_16gb_256gb_,False
cps,MacBook Air M4 13 inch 2025 10CPU 8GPU 16GB 256GB,,macbook_air_13_m4_10cpu_8gpu_16gb_256gb,False
cps,MacBook Air M4 15 inch 2025 10CPU 10GPU 16GB 256GB,,macbook_air_15_m4_cpu_10gpu_16gb_256gb,False
cps,MacBook Air M4 15 inch 2025 10CPU 10GPU 16GB 256GB Sạc 70W,,macbook_air_15_m4_10cpu_10gpu_16gb_256gb_,False
cps,MacBook Air M4 15 inch 2025 10CPU 10GPU 24GB 512GB Sạc 70W,macbook_air_15_m4,macbook_air_15_m4_10cpu_10gpu_24gb_512gb_,False
cps,MacBook Air M4 15 inch 2025 10CPU 10GPU 16GB 512GB Sạc 70W,macbook_air_15_m4,macbook_air_15_m4_10cpu_10gpu_16gb_512gb_,False
